AAAAA,BBBBB,CCCCC,DDDDD,EEEEE
2069,514768,17903,678796,1685
5154,684549,233834,775389,763715
9711,713592,493423,573658,206697
6737,770759,628529,652068,822251
4500,7458,65242,458510,760864
4497,29355,360796,37430,813900
245,455303,652903,682413,498324
2108,272339,904815,838025,261547
2931,95709,57527,297076,529011
5725,597069,120859,733328,2270
660,670976,15695,177667,665307
5763,371418,780894,953758,979254
2448,465998,741874,894240,601466
7072,566908,483754,892257,912959
4937,813879,786241,901990,851659
4507,207958,425336,628651,502310
3188,53743,842999,654614,128462
8370,124992,368119,589884,878409
5857,15942,475630,200475,424794
7224,708021,762163,323887,68660
8265,560983,607684,49038,36977
1989,368403,44329,257923,87969
85,292150,142707,711773,940211
3522,867135,993250,458416,891642
4375,179428,901695,918015,989329
2970,60151,821726,803781,176065
1938,622430,237123,889455,686426
2218,227510,439244,831077,38110
1151,336403,469512,32335,772278
9099,787084,548242,602964,161653
8685,242721,565751,718138,273081
1833,270807,170045,630256,88209
5599,971599,17703,412539,356089
6474,267434,719870,187730,687264
2959,921269,337749,205561,935224
490,621538,96055,726207,889873
5139,967113,305156,865,173094
9745,392101,389724,919227,951436
908,441203,233206,232130,110101
7701,843992,173510,798075,755131
6431,428828,722778,988463,17188
6059,97388,29087,889568,76364
2283,491210,491635,444043,865416
4332,770299,758474,147956,768383
270,660233,591536,687927,614369
3571,147921,295211,10765,271452
4190,385124,436543,978093,171078
426,797972,725296,83458,246687
9573,821307,122479,841885,142712
3411,843758,413305,796815,16949
9029,720398,897016,767284,163194
5185,212347,151271,253199,49068
3570,993621,715792,966971,592938
6333,440806,339113,603275,529073
5345,415342,136892,797663,510990
2531,476574,271035,187789,628208
4156,288685,803494,416133,663158
6861,575412,707352,869903,338254
1063,166628,699773,919745,199918
7354,477203,353882,312882,371971
7063,436300,495177,883899,384904
4084,429211,456260,373888,223808
1627,771801,237547,39192,979515
9668,386207,938757,106343,728499
4315,325055,663478,375376,164086
9217,667850,479643,189730,928987
5316,28802,462408,927587,207053
1832,908466,142625,3972,973947
9304,962843,351233,559913,906015
2611,546098,175423,506151,987350
8189,880652,334038,425159,673155
8721,463328,889972,747788,887038
6504,167949,957166,80693,290388
8244,800245,595562,396599,709719
8817,661185,312272,519676,380018
5861,821250,88897,247031,103699
4021,251291,442085,482159,405601
4849,778307,116515,428049,228596
7512,878392,638638,282655,228321
8500,262207,849822,238609,364708
6060,912209,30655,25849,650956
2832,871886,814543,844408,637714
1424,645414,602457,462662,162157
8739,332757,357923,8498,528663
1537,943849,336196,136861,855947
9798,256668,139176,619613,538951
3371,233628,843523,7965,393412
1251,376187,708327,984606,376174
120,635087,694041,418408,89266
6124,997657,750826,107325,947310
8946,80805,438181,418551,868315
7677,286352,297596,825694,377732
3478,554122,738744,795027,219685
9039,718652,334521,151353,444485
3794,84440,441034,157925,210890
7423,25428,210745,904053,146786
1317,772937,639658,118032,821857
7524,442100,191269,474187,741633
9818,343401,27171,102816,344320
1747,342990,224087,74348,27062
6839,437292,207312,342856,85555
1787,186686,224886,281681,876884
5111,274182,147321,213368,863491
3233,610957,806126,204803,592584
7380,69247,242637,246649,415119
9712,278248,613910,242660,298845
7125,220471,237151,62793,688905
4298,675581,288748,128069,88339
1750,124805,205214,137017,112966
2882,634420,662629,687746,400270
3710,318763,939139,368200,336466
9391,149804,544754,547372,810459
7197,430325,130782,708812,340644
5963,250530,755146,152315,775037
2859,652978,464171,113413,739889
7443,129060,421023,81170,148227
9419,584291,743681,243268,827961
4609,918176,733781,59375,325254
4399,746926,73601,147638,395922
8313,630291,231557,330944,340677
5665,41925,783003,440218,771648
4036,642589,254608,984365,762143
5466,627789,952781,305578,73288
8428,706668,361248,524040,89600
6771,674541,779311,569933,673374
9340,315129,713968,832781,61222
7254,702426,317599,561585,779985
7821,404504,484747,300138,973025
9143,603343,379125,988937,58702
26,297727,207116,294490,196032
5247,466102,970528,829805,917028
7429,343913,395417,359795,850968
8821,845041,391159,829674,827586
7229,306786,872232,339552,114349
2549,976050,966608,160022,437167
2892,833026,807978,656693,624596
3223,59008,484277,59290,293582
8697,241940,319428,857465,853934
570,831426,987428,180846,839293
2963,858354,790591,827671,294574
7444,580468,305857,347817,321841
5433,422392,582972,815144,319474
1201,689385,187623,28248,431294
5630,737538,46176,66501,99017
5313,569600,428302,478892,719077
9383,90429,247416,995625,219288
5983,36320,583130,851191,932225
5473,7943,129970,757167,402067
4447,749981,183445,842875,441133
1107,594895,111810,669088,58962
7754,229709,847966,32963,83807
6261,529783,511347,372178,744334
9717,24263,135838,861468,502958
9600,909029,516615,307784,860422
579,734588,448517,159102,689615
5664,141479,594665,370738,334999
7626,796857,565957,717000,136883
924,641852,683806,126747,24245
5940,838720,955161,69976,287430
7784,238534,956252,636642,281648
8965,992782,516081,753426,59329
8998,227159,281810,215417,110490
9923,183393,964708,715790,508708
6609,654297,430220,936867,585327
7079,847259,166764,686143,926795
572,603605,726855,506806,396899
4934,927022,678071,213848,700522
1320,277522,640431,805995,205974
3045,438478,214324,216367,999426
7916,907395,386365,953450,748905
5743,847310,255835,686881,392535
4332,735964,518601,24398,41636
5324,620391,604723,622457,144947
3480,596777,204649,976405,359414
3906,571923,922116,879089,450299
3471,307748,653829,726456,411947
6199,595125,294085,718941,623271
3020,153630,195858,806368,204599
6869,729356,152064,780953,555588
8554,870391,866832,699169,773260
9712,955627,829483,837125,831167
6324,191324,619750,175686,225832
3137,822087,331211,516764,649135
5227,343532,859993,679358,34757
7976,22534,897619,895670,430996
9721,839091,807887,850799,555464
8001,874393,163516,781290,4898
4608,280150,517707,441658,708849
2493,752483,58196,563520,477184
1085,646824,358031,424267,192285
26,441061,122147,912283,466093
3581,999860,764910,72573,609402
7823,305669,574761,179517,145791
9410,435818,30009,301971,538530
2931,917912,435254,866409,505752
8720,835868,5869,629392,612164
1564,186659,819242,953361,852713
7561,553416,96560,585670,603836
2390,586193,712898,121640,380577
3549,940820,396591,736075,678807
6143,26860,681921,654290,1038
2521,910284,264847,888037,734160
2859,967846,273925,271007,477217
2747,214685,378920,980827,340404
2760,254823,689198,557964,162674
6918,498327,37896,89943,685030
962,368771,578721,70756,664067
5106,796569,236950,111397,884124
3401,783456,171762,986099,930729
8374,998307,122150,679276,843076
9338,297821,260877,37762,802797
3050,526963,657994,882164,841429
6856,23323,359152,797078,797878
3596,895709,760126,961455,326325
82,688338,556233,780976,928667
8700,742773,128016,502699,630684
392,451978,758357,814241,840895
6274,291625,360277,953859,344210
4516,513559,393758,563455,930905
4294,146756,891954,200243,626724
6734,82569,466018,520958,397752
7504,771363,766395,43383,170121
8965,322803,404684,825164,125114
1082,483910,270709,795595,836652
2780,668879,437042,129313,269911
3970,332556,486489,837242,754327
2587,532915,979895,591785,612368
6374,574422,986677,672224,742624
2531,806873,230808,483276,979805
2255,322420,256021,809095,407736
9150,633507,528684,142544,678397
1365,418132,904991,683824,441319
1711,70792,700170,572985,315613
9388,672944,672853,123452,445570
1355,523329,250385,135894,38231
9796,249406,320836,723804,14030
7587,568951,594558,352845,358055
7597,659396,420021,695505,70040
4598,555770,452034,8698,693374
8799,184730,671109,485862,461794
9771,155708,589938,50992,956254
276,523417,175482,142836,616013
1553,191475,260107,881940,32921
8810,331909,718647,751300,734206
560,189127,901252,408649,856907
5304,698832,231354,441118,479342
9023,877015,471274,751467,956401
5127,873294,694640,153159,513156
7677,675288,343264,586700,85544
8888,419324,39934,587217,294759
6380,788256,990592,893817,434973
2771,605880,548510,980004,382682
7507,584318,61584,646436,833503
4050,904749,590856,123716,998518
9310,11103,74771,477308,103289
2715,244996,102068,660900,593508
5578,11350,623700,449351,655613
8915,720803,314208,779407,773288
6515,131300,738288,81907,169990
4273,999167,155773,391469,783185
1744,135033,913492,380099,225223
8572,975814,924202,963762,631045
8069,200143,632974,202410,67887
1993,613079,498975,57913,192698
9793,114075,380041,863352,720035
242,185696,326149,96438,542387
8694,505127,456670,613482,391362
6152,82793,652192,670089,110587
3524,9984,342095,647463,388086
6575,252664,210344,221636,73186
4647,431820,521146,227157,673869
23,566401,906540,815896,136093
337,12674,790213,536205,780424
9928,672102,690418,850531,193056
8727,586817,215423,814089,886118
6836,849874,565076,961528,670901
3662,777978,319298,400295,276026
8450,940760,14385,112195,886367
5508,470675,586340,201151,391246
3871,949072,689590,837875,111455
5822,553939,60746,768113,687038
5882,316689,753093,797012,385364
6221,448137,114712,313667,16626
3945,432583,396996,242664,266709
2375,547056,563259,668211,258625
9179,824892,573657,231704,870170
8314,490551,266434,634540,604883
4626,685708,509303,762649,7872
4882,86113,915880,560728,969910
9506,562959,562401,471857,517706
1920,729553,155560,665756,838851
3030,411469,597512,816307,525605
9774,254964,138887,956663,921714
7996,70713,208272,553088,396734
3872,642303,118472,960477,621088
395,866309,471370,782547,901165
7146,538016,276955,582817,165477
3734,118293,959444,5404,449554
8940,584735,619230,37174,460512
4554,830044,345375,52734,861593
912,436670,911157,479579,830719
1239,727396,1654,103579,521293
5414,509679,112908,394804,383540
5818,674988,801161,80878,300189
1485,971557,122743,634584,271793
7446,336893,497742,677924,306278
4327,234744,380976,321789,103012
5906,832288,121319,372952,43221
4911,366729,637763,381107,611468
2978,128304,816082,366102,874481
420,851902,650650,118380,344476
2675,200754,685326,70277,808600
8143,392718,870848,408541,227898
3655,116946,427378,108504,8785
1990,636040,458687,379239,244015
4481,455449,984732,529088,926245
8886,132178,137871,994934,780303
993,805716,808753,231243,39382
7532,255737,148604,97383,983158
3671,912429,785853,495828,456130
3759,377080,784654,314113,227436
8855,661572,354327,864190,988791
4266,980935,996404,614228,945768
5083,684567,125874,612923,228059
1917,712789,546132,755251,420755
7692,106941,909945,996213,13001
8263,295828,151159,508799,437246
8488,22747,843492,85780,15849
4299,575302,332487,322454,411554
1067,731640,225203,854653,413484
1313,165106,852862,791209,698666
2696,614294,28809,745024,820818
5312,453657,610734,186633,152661
7488,911130,461983,735860,295179
2929,493874,793821,740376,129072
1413,475107,944141,1933,918198
7547,253378,519120,377172,87377
5559,185286,101666,770878,606442
9525,795653,351262,252632,110535
35,853825,56641,663744,779412
2594,618706,803244,846460,212203
9574,149580,691804,51494,657381
6190,278190,293467,510220,84732
5106,232255,242824,257240,769830
197,746648,497534,168034,693546
1614,973415,53412,480136,654184
4886,830359,974668,943788,236836
2930,644210,281065,493011,470174
3536,2689,837643,497060,61306
3527,391590,333165,674061,266371
6460,188885,430890,290523,59999
1375,23169,771620,946365,974015
2450,290496,454413,306962,22578
9221,462528,519570,577381,733007
7033,510759,561512,174276,734543
6952,796483,33872,930814,252733
2577,829530,837534,969008,195006
8821,886809,644242,743873,720781
6112,268265,25369,171008,208288
3736,468239,717529,431560,848824
9816,943870,457426,309657,185565
1289,85497,396778,642806,965981
1192,106048,637316,91354,576620
2894,552828,316427,779418,309737
8933,17537,435822,145860,337302
8270,598789,875232,607810,166978
6289,156014,485163,127599,836889
4193,309939,978110,722071,464156
5406,490270,951547,283172,245909
590,419216,643252,926035,386388
9686,96824,193548,427914,357849
3534,37033,984102,419371,782590
7609,780100,639395,331770,11667
1213,920346,40478,88043,414084
2139,901283,926692,535669,186099
5821,10828,88836,12174,980171
4118,932317,290298,809991,265358
8382,578147,305142,342462,178436
1298,840705,930970,695980,737535
3827,319033,364753,857474,260139
4050,555805,577546,849579,682514
5996,777954,79261,603943,217823
2298,376665,821115,977313,572753
5633,418052,206849,889682,546695
7632,179670,118548,457333,919828
251,309007,486005,367874,915634
2274,299251,514985,510382,278493
3973,242462,729520,153338,71450
7582,717512,473195,356743,438609
7946,440392,925488,748205,236378
4675,756804,745044,620227,284340
5431,900067,131337,580288,173174
9890,370330,758268,11130,474673
9658,87708,996360,422753,705142
3682,744966,748779,878307,281266
7098,683717,628208,929284,414840
3128,274652,302504,883948,503943
5441,454085,919914,230041,862234
9554,770621,241035,247833,98947
3037,891922,273173,396789,374487
4865,834368,477990,106050,600442
3747,530350,665173,201791,836117
4204,10157,230498,659791,822569
8742,800482,942118,577738,714939
3360,892279,825237,109435,916216
7963,490714,463931,327327,181140
5797,250080,762094,122423,190200
8632,175772,329355,527324,423996
8194,194582,874101,680815,751311
